"shot_id","shot_made_flag"
1,0.374815165996552
8,0.399098873138428
17,0.605246007442474
20,0.674898445606232
33,0.368146032094955
34,0.394180208444595
35,0.444995194673538
36,0.451278150081635
37,0.668056607246399
38,0.391624391078949
45,0.425776481628418
50,0.350509613752365
55,0.327761858701706
60,0.320380181074142
66,0.356679916381836
67,0.348548531532288
71,0.395272016525269
80,0.365337073802948
85,0.359843820333481
86,0.531037271022797
95,0.521067261695862
104,0.389749228954315
113,0.371247291564941
123,0.356719136238098
126,0.653683185577393
133,0.667190432548523
141,0.337419658899307
144,0.385011255741119
150,0.675220489501953
152,0.408503651618958
153,0.662482619285583
156,0.471841514110565
159,0.857573628425598
165,0.815260291099548
172,0.387632369995117
182,0.848677814006805
192,0.388540744781494
193,0.664392709732056
196,0.351426899433136
202,0.364685505628586
210,0.336029440164566
211,0.375317096710205
228,0.870756447315216
257,0.407104879617691
260,0.397371858358383
264,0.403677850961685
267,0.554251313209534
279,0.875807225704193
282,0.387314587831497
293,0.386265069246292
299,0.645630955696106
300,0.577331721782684
301,0.636780321598053
317,0.356582283973694
327,0.361645013093948
328,0.345363467931747
335,0.456225484609604
346,0.634637236595154
348,0.354065805673599
365,0.40244248509407
390,0.678550958633423
391,0.660534679889679
392,0.623600482940674
397,0.344033807516098
418,0.393535614013672
428,0.263316512107849
434,0.530845999717712
439,0.463970303535461
440,0.374513030052185
456,0.371326386928558
459,0.356367617845535
472,0.404864966869354
480,0.337875068187714
491,0.35564312338829
497,0.394734650850296
509,0.374608725309372
511,0.363069027662277
523,0.258674502372742
533,0.395269393920898
544,0.45640504360199
546,0.38224196434021
555,0.659245312213898
558,0.370087832212448
560,0.380159944295883
573,0.36191001534462
591,0.383050054311752
596,0.373310774564743
597,0.3822380900383
601,0.532924830913544
605,0.400601416826248
617,0.357939958572388
628,0.360472172498703
634,0.372381210327148
646,0.349280208349228
649,0.392470270395279
651,0.674431800842285
654,0.807331740856171
656,0.476724714040756
657,0.413463711738586
669,0.379036217927933
670,0.879478096961975
693,0.572956442832947
694,0.340384870767593
699,0.402359962463379
711,0.382058441638947
718,0.365864425897598
722,0.366040199995041
723,0.366633623838425
725,0.561132848262787
734,0.382793813943863
735,0.459518164396286
737,0.634463429450989
746,0.354256242513657
747,0.579480230808258
766,0.350043118000031
767,0.379066288471222
771,0.331029146909714
773,0.330579191446304
774,0.416502952575684
783,0.356988400220871
784,0.369357347488403
789,0.368056118488312
792,0.38053959608078
804,0.345090389251709
809,0.372086763381958
812,0.37091788649559
813,0.368591994047165
817,0.38250070810318
820,0.368343651294708
825,0.370510101318359
826,0.372691601514816
829,0.372929513454437
855,0.404171705245972
859,0.660394728183746
862,0.39610555768013
870,0.385625809431076
876,0.375266909599304
880,0.374729037284851
886,0.88070011138916
889,0.652254939079285
891,0.456548929214478
897,0.876492202281952
902,0.360700011253357
903,0.372198343276978
908,0.346855789422989
909,0.382588148117065
920,0.350050359964371
922,0.412115842103958
924,0.566794335842133
932,0.369498163461685
934,0.353411763906479
937,0.369057714939117
941,0.344948828220367
943,0.364749670028687
950,0.387050718069077
952,0.366831630468369
954,0.883781731128693
963,0.351738184690475
975,0.368040651082993
979,0.391070961952209
981,0.391117960214615
983,0.257181823253632
985,0.484093368053436
989,0.472172498703003
995,0.404863953590393
998,0.447487413883209
1008,0.34594738483429
1019,0.652126848697662
1023,0.381464183330536
1026,0.359514117240906
1029,0.550131678581238
1034,0.632272005081177
1036,0.560088813304901
1038,0.360356271266937
1039,0.542787611484528
1051,0.47865155339241
1052,0.335346162319183
1066,0.350135266780853
1087,0.331162810325623
1092,0.297235041856766
1094,0.623414158821106
1098,0.39703357219696
1099,0.357921302318573
1102,0.364800870418549
1118,0.385436773300171
1131,0.359520941972733
1133,0.670192658901215
1135,0.870209217071533
1138,0.464021176099777
1139,0.801605463027954
1142,0.384699583053589
1151,0.392231434583664
1152,0.391994476318359
1155,0.614229261875153
1165,0.372917115688324
1167,0.855862617492676
1172,0.420467764139175
1174,0.64517080783844
1180,0.470834344625473
1200,0.390556335449219
1202,0.365694016218185
1227,0.509358525276184
1228,0.635480523109436
1229,0.379361212253571
1237,0.450831830501556
1241,0.374458223581314
1256,0.327100068330765
1279,0.395396649837494
